row_index,date,category,amount_eur,note,is_daily,source_sheet
877,2026-04-19,Спорт,5.5,,False,Квітень 2026
878,2026-04-19,Таксі,2.52,,True,Квітень 2026
879,2026-04-19,Хоббі,13.0,,True,Квітень 2026
880,2026-04-20,Продукти,25.5,,True,Квітень 2026
881,2026-04-20,Продукти,-2.38,,True,Квітень 2026
882,2026-04-20,Продукти,-0.61,,True,Квітень 2026
883,2026-04-20,Підписки,2.99,iCloud Коля,False,Квітень 2026
884,2026-04-20,Снеки,2.38,,True,Квітень 2026
885,2026-04-20,Солодке,0.61,,True,Квітень 2026
886,2026-04-21,Масаж,52.0,,False,Квітень 2026
887,2026-04-21,Продукти,3.06,,True,Квітень 2026
888,2026-04-21,Речі для дому,3.89,Квіти,False,Квітень 2026
889,2026-04-21,Сигарети,7.0,,True,Квітень 2026
890,2026-04-21,Таксі,5.0,,True,Квітень 2026
891,2026-04-21,Хоббі,10.0,Баскетбол,True,Квітень 2026
892,2026-04-22,Продукти,21.13,,True,Квітень 2026
893,2026-04-22,Продукти,24.69,,True,Квітень 2026
894,2026-04-22,Сигарети,7.0,,True,Квітень 2026
895,2026-04-23,Продукти,7.66,,True,Квітень 2026
896,2026-04-23,Сигарети,7.0,,True,Квітень 2026
897,2026-04-23,Спорт,5.5,,False,Квітень 2026
898,2026-04-24,Продукти,6.59,,True,Квітень 2026
899,2026-04-24,Сигарети,7.0,,True,Квітень 2026
900,2026-04-24,Снеки,9.37,,True,Квітень 2026
901,2026-04-25,Іжа в закладі,15.2,,True,Квітень 2026
902,2026-04-25,Алкоголь,11.66,,True,Квітень 2026
903,2026-04-25,Продукти,5.51,,True,Квітень 2026
904,2026-04-25,Сигарети,7.0,,True,Квітень 2026
905,2026-04-25,Снеки,3.84,,True,Квітень 2026
906,2026-04-25,Солодке,4.5,,True,Квітень 2026
907,2026-04-25,Таксі,2.92,,True,Квітень 2026
908,2026-04-26,Іжа в закладі,17.0,,True,Квітень 2026
909,2026-04-26,Сигарети,7.0,,True,Квітень 2026
910,2026-04-26,Спорт,5.5,,False,Квітень 2026
911,2026-04-26,Хоббі,13.0,Ліпка,True,Квітень 2026
912,2026-04-27,Масаж,60.0,,False,Квітень 2026
913,2026-04-27,Продукти,12.99,,True,Квітень 2026
914,2026-04-27,Продукти,7.94,,True,Квітень 2026
915,2026-04-27,Проїзд,0.51,,True,Квітень 2026
916,2026-04-27,Сигарети,7.0,,True,Квітень 2026
917,2026-04-27,Таксі,2.33,,True,Квітень 2026
918,2026-04-28,Іжа на виніс,14.4,,True,Квітень 2026
919,2026-04-28,Подорожі,47.7,,False,Квітень 2026
920,2026-04-28,Подорожі,188.5,,False,Квітень 2026
921,2026-04-28,Подорожі,142.29,,False,Квітень 2026
922,2026-04-28,Сигарети,7.0,,True,Квітень 2026
923,2026-04-29,Іжа на виніс,9.4,,True,Квітень 2026
924,2026-04-29,Алкоголь,2.0,,True,Квітень 2026
925,2026-04-29,Проїзд,1.02,,True,Квітень 2026
926,2026-04-29,Сигарети,7.0,,True,Квітень 2026
927,2026-04-29,Снеки,6.99,,True,Квітень 2026
928,2026-04-30,Мама+котянчики,3.26,,False,Квітень 2026
929,2026-04-30,Одяг,5.11,Шкарпетки,True,Квітень 2026
930,2026-04-30,Продукти,13.99,,True,Квітень 2026
931,2026-04-30,Продукти,13.75,,True,Квітень 2026
932,2026-04-30,Продукти,33.13,,True,Квітень 2026
933,2026-04-30,Сигарети,7.0,,True,Квітень 2026
934,2026-04-30,Хімія,50.2,,True,Квітень 2026
935,2026-04-30,Хімія,32.28,,True,Квітень 2026
936,2026-05-01,Продукти,10.3,,True,Травень 2026
937,2026-05-01,Продукти,3.58,,True,Травень 2026
938,2026-05-01,Підписки,16.49,Ютуб,False,Травень 2026
939,2026-05-01,Сигарети,7.0,,True,Травень 2026
940,2026-05-01,Спорт,5.5,,False,Травень 2026
941,2026-05-02,iherb,108.2,,True,Травень 2026
942,2026-05-02,Іжа в закладі,18.0,,True,Травень 2026
943,2026-05-02,Мама+котянчики,158.79,,False,Травень 2026
944,2026-05-02,Приїзд родичів,362.06,,False,Травень 2026
945,2026-05-02,Продукти,3.38,,True,Травень 2026
946,2026-05-02,Продукти,1.7,,True,Травень 2026
947,2026-05-02,Проїзд,1.02,,True,Травень 2026
948,2026-05-02,Підписки,32.99,Praktika на рік,False,Травень 2026
949,2026-05-02,Сигарети,7.0,,True,Травень 2026
950,2026-05-03,Квартира,74.2,Світло,False,Травень 2026
951,2026-05-03,Квартира,28.97,Вода,False,Травень 2026
952,2026-05-03,Продукти,1.88,,True,Травень 2026
953,2026-05-03,Психолог,34.56,,False,Травень 2026
954,2026-05-03,Сигарети,7.0,,True,Травень 2026
955,2026-05-03,Снеки,4.18,,True,Травень 2026
956,2026-05-03,Хоббі,13.0,Ліпка,True,Травень 2026
957,2026-05-04,Іжа на виніс,3.9,,True,Травень 2026
958,2026-05-04,Продукти,4.53,,True,Травень 2026
959,2026-05-04,Продукти,14.77,,True,Травень 2026
960,2026-05-04,Психолог,131.36,,False,Травень 2026
961,2026-05-04,Підписки,5.62,Мобільний Коля,False,Травень 2026
962,2026-05-04,Сигарети,7.0,,True,Травень 2026
963,2026-05-04,Солодке,1.99,,True,Травень 2026
964,2026-05-05,Іжа на виніс,12.59,,True,Травень 2026
965,2026-05-05,Алкоголь,5.34,,True,Травень 2026
966,2026-05-05,Масаж,52.0,,False,Травень 2026
967,2026-05-05,Продукти,8.12,,True,Травень 2026
968,2026-05-05,Проїзд,0.51,,True,Травень 2026
969,2026-05-05,Підписки,21.0,Coursera,False,Травень 2026
970,2026-05-05,Підписки,29.73,Worldinvest meetup,False,Травень 2026
971,2026-05-05,Сигарети,7.0,,True,Травень 2026
972,2026-05-05,Снеки,14.19,,True,Травень 2026
973,2026-05-05,Снеки,-5.34,,True,Травень 2026
974,2026-05-05,Таксі,4.24,,True,Травень 2026
975,2026-05-05,івенти (квитки),19.0,Кіно,False,Травень 2026
976,2026-05-06,Іжа в закладі,20.28,,True,Травень 2026
977,2026-05-06,Продукти,3.06,,True,Травень 2026
978,2026-05-06,Продукти,2.5,,True,Травень 2026
979,2026-05-06,Сигарети,7.0,,True,Травень 2026
980,2026-05-06,Снеки,5.27,,True,Травень 2026
981,2026-05-06,Солодке,1.83,,True,Травень 2026
982,2026-05-06,Солодке,1.83,,True,Травень 2026
983,2026-05-06,Таксі,5.18,,True,Травень 2026
984,2026-05-06,Хімія,9.59,,True,Травень 2026
985,2026-05-07,Одяг,2.55,Шкарпетки,True,Травень 2026
986,2026-05-07,Продукти,13.7,,True,Травень 2026
987,2026-05-07,Продукти,14.52,,True,Травень 2026
988,2026-05-07,Сигарети,7.0,,True,Травень 2026
989,2026-05-07,Хімія,14.55,,True,Травень 2026
990,2026-05-08,Іжа в закладі,7.03,,True,Травень 2026
991,2026-05-08,Іжа в закладі,13.67,,True,Травень 2026
992,2026-05-08,Медицина,8.28,,False,Травень 2026
993,2026-05-08,Подорожі,347.4,Оренда авто,False,Травень 2026
994,2026-05-08,Речі для дому,1.02,Бутилочка,False,Травень 2026
995,2026-05-08,Сигарети,7.0,,True,Травень 2026
996,2026-05-08,Спорт,5.5,,False,Травень 2026
997,2026-05-08,Таксі,4.14,,True,Травень 2026
998,2026-05-09,Продукти,11.07,,True,Травень 2026
999,2026-05-09,Продукти,27.45,,True,Травень 2026
1000,2026-05-09,Сигарети,7.0,,True,Травень 2026
1001,2026-05-10,Квартира,11.79,Інтернет,False,Травень 2026
1002,2026-05-10,Спорт,5.5,,False,Травень 2026
1003,2026-05-10,Хоббі,13.0,Ліпка,True,Травень 2026
1004,2026-05-11,Квартира,485.0,,False,Травень 2026
1005,2026-05-11,Перукар,30.0,,False,Травень 2026
1006,2026-05-11,Продукти,10.75,,True,Травень 2026
1007,2026-05-11,Продукти,2.51,,True,Травень 2026
1008,2026-05-11,Продукти,13.92,,True,Травень 2026
1009,2026-05-11,Снеки,2.04,,True,Травень 2026
1010,2026-05-11,Солодке,12.73,,True,Травень 2026
1011,2026-05-12,Алкоголь,4.59,,True,Травень 2026
1012,2026-05-12,Снеки,14.79,,True,Травень 2026
1013,2026-05-12,Снеки,2.4,,True,Травень 2026
1014,2026-05-12,Снеки,8.35,,True,Травень 2026
1015,2026-05-13,Продукти,21.59,,True,Травень 2026
1016,2026-05-13,Продукти,2.78,,True,Травень 2026
1017,2026-05-13,Сигарети,28.0,,True,Травень 2026
1018,2026-05-14,Перукар,75.0,,False,Травень 2026
1019,2026-05-14,Продукти,20.65,,True,Травень 2026
1020,2026-05-14,Продукти,5.56,,True,Травень 2026
1021,2026-05-14,Продукти,8.11,,True,Травень 2026
1022,2026-05-14,Продукти,1.61,,True,Травень 2026
1023,2026-05-14,Сигарети,7.0,,True,Травень 2026
1024,2026-05-14,Солодке,1.22,,True,Травень 2026
1025,2026-05-14,Хімія,1.5,,True,Травень 2026
1026,2026-05-15,Продукти,22.62,,True,Травень 2026
1027,2026-05-15,Продукти,12.67,,True,Травень 2026
1028,2026-05-15,Продукти,5.76,,True,Травень 2026
1029,2026-05-15,Речі для дому,8.45,Термочашка,False,Травень 2026
1030,2026-05-15,Сигарети,7.0,,True,Травень 2026
1031,2026-05-15,Солодке,1.99,,True,Травень 2026
1032,2026-05-16,Іжа в закладі,24.41,,True,Травень 2026
1033,2026-05-16,Іжа в закладі,25.0,,True,Травень 2026
1034,2026-05-16,Подорожі,15.34,Вхід в фортецю,False,Травень 2026
1035,2026-05-17,Іжа в закладі,27.24,,True,Травень 2026
1036,2026-05-17,Алкоголь,15.27,,True,Травень 2026
1037,2026-05-17,Подорожі,47.09,Бензин,False,Травень 2026
1038,2026-05-17,Продукти,1.3,Вода,True,Травень 2026
1039,2026-05-17,Продукти,7.58,Вода,True,Травень 2026
1040,2026-05-17,Сигарети,10.5,,True,Травень 2026
1041,2026-05-18,Іжа в закладі,32.58,,True,Травень 2026
1042,2026-05-18,Алкоголь,1.62,,True,Травень 2026
1043,2026-05-18,Подорожі,16.0,Парк ведмедів,False,Травень 2026
1044,2026-05-18,Продукти,2.55,,True,Травень 2026
1045,2026-05-18,Продукти,1.0,,True,Травень 2026
1046,2026-05-18,Продукти,31.48,,True,Травень 2026
1047,2026-05-18,Продукти,-11.36,,True,Травень 2026
1048,2026-05-18,Сигарети,7.0,,True,Травень 2026
1049,2026-05-18,Снеки,1.9,,True,Травень 2026
1050,2026-05-18,Снеки,5.36,,True,Травень 2026
1051,2026-05-18,Снеки,2.12,,True,Травень 2026
1052,2026-05-18,Снеки,3.88,,True,Травень 2026
1053,2026-05-19,Алкоголь,0.63,,True,Травень 2026
1054,2026-05-19,Алкоголь,8.29,,True,Травень 2026
1055,2026-05-19,Мама+котянчики,1.98,,False,Травень 2026
1056,2026-05-19,Одяг,1.25,Шкарпетки,True,Травень 2026
1057,2026-05-19,Продукти,5.5,,True,Травень 2026
1058,2026-05-19,Підписки,5.03,Мобільний болгарський,False,Травень 2026
1059,2026-05-19,Снеки,2.49,,True,Травень 2026
1060,2026-05-19,Снеки,1.39,,True,Травень 2026
1061,2026-05-19,Снеки,1.76,,True,Травень 2026
1062,2026-05-19,Снеки,6.3,,True,Травень 2026
1063,2026-05-20,Іжа в закладі,44.12,,True,Травень 2026
1064,2026-05-20,Подорожі,72.0,,False,Травень 2026
1065,2026-05-20,Продукти,1.06,,True,Травень 2026
1066,2026-05-20,Сигарети,7.0,,True,Травень 2026
1067,2026-05-20,Хімія,2.44,,True,Травень 2026
1068,2026-05-21,Іжа в закладі,25.0,,True,Травень 2026
1069,2026-05-21,Продукти,1.06,,True,Травень 2026
1070,2026-05-21,Речі для дому,62.12,,False,Травень 2026
1071,2026-05-21,Сигарети,7.0,,True,Травень 2026
1072,2026-05-21,Снеки,1.38,,True,Травень 2026
1073,2026-05-22,Іжа в закладі,25.0,,True,Травень 2026
1074,2026-05-22,Іжа на виніс,1.6,Кава на завправці,True,Травень 2026
1075,2026-05-22,Алкоголь,2.43,,True,Травень 2026
1076,2026-05-22,Одяг,184.5,,True,Травень 2026
1077,2026-05-22,Продукти,36.53,,True,Травень 2026
1078,2026-05-22,Продукти,-2.43,,True,Травень 2026
1079,2026-05-22,Продукти,-3.32,,True,Травень 2026
1080,2026-05-22,Продукти,2.11,,True,Травень 2026
1081,2026-05-22,Сигарети,7.0,,True,Травень 2026
1082,2026-05-22,Солодке,6.64,,True,Травень 2026
1083,2026-05-23,Іжа в закладі,21.14,,True,Травень 2026
1084,2026-05-23,Іжа в закладі,28.7,,True,Травень 2026
1085,2026-05-23,Алкоголь,3.68,,True,Травень 2026
1086,2026-05-23,Подорожі,12.0,Сувеніри,False,Травень 2026
1087,2026-05-23,Подорожі,18.0,Сувеніри,False,Травень 2026
1088,2026-05-23,Подорожі,3.0,Сувеніри,False,Травень 2026
1089,2026-05-23,Подорожі,4.29,Барбекю,False,Травень 2026
1090,2026-05-23,Подорожі,3.37,Барбекю,False,Травень 2026
1091,2026-05-23,Подорожі,0.51,Барбекю,False,Травень 2026
1092,2026-05-23,Продукти,2.25,,True,Травень 2026
1093,2026-05-23,Продукти,22.15,,True,Травень 2026
1094,2026-05-23,Продукти,-3.68,,True,Травень 2026
1095,2026-05-23,Продукти,-10.47,,True,Травень 2026
1096,2026-05-23,Речі для дому,8.16,Індійські сувеніри,False,Травень 2026
1097,2026-05-23,Речі для дому,3.57,Індійські сувеніри,False,Травень 2026
1098,2026-05-23,Сигарети,7.0,,True,Травень 2026
1099,2026-05-23,Солодке,3.06,,True,Травень 2026
1100,2026-05-23,Солодке,3.32,,True,Травень 2026
1101,2026-05-23,Солодке,4.09,,True,Травень 2026
1102,2026-05-24,Іжа в закладі,25.0,,True,Травень 2026
1103,2026-05-24,Подорожі,47.21,Бензин,False,Травень 2026
1104,2026-05-24,Подорожі,0.5,Туалет,False,Травень 2026
1105,2026-05-24,Продукти,5.73,,True,Травень 2026
1106,2026-05-24,Підписки,1.56,Гугл диск,False,Травень 2026
1107,2026-05-24,Підписки,6.82,Мегого,False,Травень 2026
1108,2026-05-24,Підписки,2.99,iCloud Коля,False,Травень 2026
1109,2026-05-24,Підписки,2.6,iCloud Оля,False,Травень 2026
1110,2026-05-24,Сигарети,7.0,,True,Травень 2026
1111,2026-05-24,Хімія,9.2,Коплект для лиця,True,Травень 2026
1112,2026-05-25,Іжа в закладі,1.5,Кава,True,Травень 2026
1113,2026-05-25,Іжа на виніс,16.0,,True,Травень 2026
1114,2026-05-25,Іжа на виніс,12.59,,True,Травень 2026
1115,2026-05-25,Подорожі,39.4,Бензин,False,Травень 2026
1116,2026-05-25,Подорожі,3.0,Мийка машини,False,Травень 2026
1117,2026-05-25,Продукти,1.53,,True,Травень 2026
1118,2026-05-25,Продукти,2.73,,True,Травень 2026
1119,2026-05-25,Проїзд,1.02,,True,Травень 2026
1120,2026-05-25,Речі для дому,2.99,Батарейки,False,Травень 2026
1121,2026-05-25,Хімія,16.84,,True,Травень 2026
1122,2026-05-26,Англійська,14.97,,False,Травень 2026
1123,2026-05-26,Англійська,4.13,,False,Травень 2026
1124,2026-05-26,Масаж,55.0,,False,Травень 2026
1125,2026-05-26,Продукти,2.4,,True,Травень 2026
1126,2026-05-26,Продукти,6.15,,True,Травень 2026
1127,2026-05-26,Проїзд,0.51,,True,Травень 2026
1128,2026-05-27,Іжа на виніс,11.3,,True,Травень 2026
1129,2026-05-27,Алкоголь,3.24,,True,Травень 2026
1130,2026-05-27,Англійська,80.86,,False,Травень 2026
1131,2026-05-27,Продукти,1.58,,True,Травень 2026
1132,2026-05-27,Проїзд,1.02,,True,Травень 2026
1133,2026-05-27,Спорт,5.5,,False,Травень 2026
1134,2026-05-27,Таксі,5.41,,True,Травень 2026
1135,2026-05-27,Хоббі,50.0,Болгарська,True,Травень 2026
1136,2026-05-28,Іжа на виніс,6.08,,True,Травень 2026
1137,2026-05-28,Іжа на виніс,2.51,,True,Травень 2026
1138,2026-05-28,Іжа на виніс,1.49,,True,Травень 2026
1139,2026-05-28,Алкоголь,7.5,,True,Травень 2026
1140,2026-05-28,Алкоголь,5.0,,True,Травень 2026
1141,2026-05-28,Продукти,33.59,,True,Травень 2026
1142,2026-05-28,Продукти,-3.29,,True,Травень 2026
1143,2026-05-28,Продукти,-15.99,,True,Травень 2026
1144,2026-05-28,Продукти,3.01,,True,Травень 2026
1145,2026-05-28,Продукти,3.06,,True,Травень 2026
1146,2026-05-28,Речі для дому,15.99,Кастрюля,False,Травень 2026
1147,2026-05-28,Снеки,4.08,,True,Травень 2026
1148,2026-05-28,Снеки,1.27,,True,Травень 2026
1149,2026-05-28,Солодке,3.29,,True,Травень 2026
1150,2026-05-28,Солодке,2.83,,True,Травень 2026
1151,2026-05-29,Іжа в закладі,5.0,,True,Травень 2026
1152,2026-05-29,Іжа на виніс,1.49,,True,Травень 2026
1153,2026-05-29,Медицина,1.5,Прийом в лікаря,False,Травень 2026
1154,2026-05-29,Одяг,9.79,,True,Травень 2026
1155,2026-05-29,Продукти,38.93,,True,Травень 2026
1156,2026-05-29,Проїзд,1.02,,True,Травень 2026
1157,2026-05-29,Сигарети,35.0,,True,Травень 2026
1158,2026-05-29,Солодке,4.32,,True,Травень 2026
1159,2026-05-29,Солодке,-1.49,,True,Травень 2026
1160,2026-05-30,Іжа в закладі,19.97,,True,Травень 2026
1161,2026-05-30,Алкоголь,4.59,,True,Травень 2026
1162,2026-05-30,Алкоголь,3.04,,True,Травень 2026
1163,2026-05-30,Медицина,5.11,,False,Травень 2026
1164,2026-05-30,Продукти,4.54,,True,Травень 2026
1165,2026-05-30,Продукти,6.4,,True,Травень 2026
1166,2026-05-30,Підписки,5.64,Телефон Коля,False,Травень 2026
1167,2026-05-30,Сигарети,7.0,,True,Травень 2026
1168,2026-05-30,Сигарети,7.0,,True,Травень 2026
1169,2026-05-30,Снеки,1.53,,True,Травень 2026
1170,2026-05-30,Снеки,4.6,,True,Травень 2026
1171,2026-05-30,Снеки,4.08,,True,Травень 2026
1172,2026-05-30,Снеки,1.94,,True,Травень 2026
1173,2026-05-30,Снеки,2.55,,True,Травень 2026
1174,2026-05-31,Продукти,4.12,,True,Травень 2026
1175,2026-05-31,Хімія,0.51,,True,Травень 2026
1176,2026-06-01,Мама+котянчики,155.94,,False,Червень 2026
1177,2026-06-01,Продукти,23.66,,True,Червень 2026
1178,2026-06-01,Проїзд,0.51,,True,Червень 2026
1179,2026-06-01,Сигарети,7.0,,True,Червень 2026
1180,2026-06-02,Іжа на виніс,11.19,,True,Червень 2026
1181,2026-06-02,Іжа на виніс,5.11,,True,Червень 2026
1182,2026-06-02,Квартира,22.59,Вода,False,Червень 2026
1183,2026-06-02,Продукти,1.93,,True,Червень 2026
1184,2026-06-02,Продукти,1.33,,True,Червень 2026
1185,2026-06-02,Речі для дому,8.18,,False,Червень 2026
1186,2026-06-02,Речі для дому,6.13,,False,Червень 2026
1187,2026-06-02,Речі для дому,4.59,,False,Червень 2026
1188,2026-06-02,Речі для дому,-0.84,,False,Червень 2026
1189,2026-06-02,Сигарети,7.0,,True,Червень 2026
1190,2026-06-02,Солодке,0.96,,True,Червень 2026
1191,2026-06-02,Солодке,3.29,,True,Червень 2026
1192,2026-06-03,Продукти,3.01,,True,Червень 2026
1193,2026-06-03,Підписки,3.23,Ютуб Коля,False,Червень 2026
1194,2026-06-03,Сигарети,7.0,,True,Червень 2026
1195,2026-06-03,Солодке,6.38,,True,Червень 2026
1196,2026-06-03,Солодке,1.83,,True,Червень 2026
1197,2026-06-04,Одяг,4.64,Доставка кросівок,True,Червень 2026
1198,2026-06-04,Одяг,10.8,Доставка кросівок,True,Червень 2026
1199,2026-06-04,Сигарети,7.0,,True,Червень 2026
1200,2026-06-04,Снеки,5.45,,True,Червень 2026
1201,2026-06-04,Спорт,5.5,,False,Червень 2026
1202,2026-06-05,Допомога,10.0,,False,Червень 2026
1203,2026-06-05,Медицина,4.6,,False,Червень 2026
1204,2026-06-05,Продукти,8.1,,True,Червень 2026
1205,2026-06-05,Продукти,21.68,,True,Червень 2026
1206,2026-06-05,Продукти,3.01,,True,Червень 2026
1207,2026-06-05,Сигарети,7.0,,True,Червень 2026
1208,2026-06-05,Снеки,4.07,,True,Червень 2026
1209,2026-06-05,Солодке,3.07,,True,Червень 2026
1210,2026-06-05,Хоббі,3.32,Еустома,True,Червень 2026
1211,2026-06-06,Іжа в закладі,22.0,,True,Червень 2026
1212,2026-06-06,Квартира,11.79,Інтернет,False,Червень 2026
1213,2026-06-06,Квартира,55.74,Світло,False,Червень 2026
1214,2026-06-06,Подарунки,26.48,Подарунок Альоні,False,Червень 2026
1215,2026-06-06,Продукти,6.89,,True,Червень 2026
1216,2026-06-06,Речі для дому,6.5,Ліхтарики,False,Червень 2026
1217,2026-06-06,Сигарети,7.0,,True,Червень 2026
1218,2026-06-06,Таксі,4.33,,True,Червень 2026
1219,2026-06-07,Іжа на виніс,21.0,Піци,True,Червень 2026
1220,2026-06-07,Алкоголь,0.64,,True,Червень 2026
1221,2026-06-07,Алкоголь,3.24,,True,Червень 2026
1222,2026-06-07,Квартира,20.0,Жіночка,False,Червень 2026
1223,2026-06-07,Подарунки,15.0,Квіти Альоні,False,Червень 2026
1224,2026-06-07,Продукти,0.79,,True,Червень 2026
1225,2026-06-07,Продукти,3.28,,True,Червень 2026
1226,2026-06-07,Сигарети,7.0,,True,Червень 2026
1227,2026-06-07,Снеки,6.97,,True,Червень 2026
1228,2026-06-08,Продукти,4.49,,True,Червень 2026
1229,2026-06-08,Продукти,0.57,,True,Червень 2026
1230,2026-06-08,Продукти,7.21,,True,Червень 2026
1231,2026-06-08,Солодке,3.83,,True,Червень 2026
1232,2026-06-09,Іжа на виніс,11.3,,True,Червень 2026
1233,2026-06-09,Квартира,560.0,,False,Червень 2026
1234,2026-06-09,Масаж,55.0,,False,Червень 2026
1235,2026-06-09,Продукти,5.81,,True,Червень 2026
1236,2026-06-09,Продукти,0.81,,True,Червень 2026
1237,2026-06-09,Продукти,0.45,,True,Червень 2026
1238,2026-06-09,Сигарети,7.0,,True,Червень 2026
1239,2026-06-09,Спорт,5.5,,False,Червень 2026
1240,2026-06-10,Іжа на виніс,8.9,,True,Червень 2026
1241,2026-06-10,Продукти,5.6,,True,Червень 2026
1242,2026-06-10,Продукти,3.3,,True,Червень 2026
1243,2026-06-10,Сигарети,7.0,,True,Червень 2026
1244,2026-06-11,Англійська,39.21,,False,Червень 2026
1245,2026-06-11,Англійська,2.58,,False,Червень 2026
1246,2026-06-11,Продукти,15.64,,True,Червень 2026
1247,2026-06-11,Хоббі,2.0,Настільний футбол,True,Червень 2026
1248,2026-06-12,Іжа в закладі,18.55,,True,Червень 2026
1249,2026-06-12,Медицина,1.48,Гінекологія,False,Червень 2026
1250,2026-06-12,Медицина,104.82,Гінекологія,False,Червень 2026
1251,2026-06-12,Медицина,130.0,Гінекологія,False,Червень 2026
1252,2026-06-12,Одяг,58.58,Красавка,True,Червень 2026
1253,2026-06-12,Продукти,3.01,,True,Червень 2026
1254,2026-06-12,Продукти,2.49,,True,Червень 2026
1255,2026-06-12,Проїзд,0.51,,True,Червень 2026
1256,2026-06-12,Проїзд,0.51,,True,Червень 2026
1257,2026-06-12,Проїзд,0.77,,True,Червень 2026
1258,2026-06-12,Сигарети,14.0,,True,Червень 2026
1259,2026-06-12,Снеки,3.47,,True,Червень 2026
1260,2026-06-12,Таксі,3.96,,True,Червень 2026
1261,2026-06-13,Іжа в закладі,17.0,Консультація в кафе,True,Червень 2026
1262,2026-06-13,Іжа на виніс,2.51,,True,Червень 2026
1263,2026-06-13,Іжа на виніс,6.08,,True,Червень 2026
1264,2026-06-13,Одяг,0.64,,True,Червень 2026
1265,2026-06-13,Продукти,4.62,,True,Червень 2026
1266,2026-06-13,Продукти,2.49,,True,Червень 2026
1267,2026-06-13,Хоббі,5.0,,True,Червень 2026
1268,2026-06-14,Іжа в закладі,15.0,,True,Червень 2026
1269,2026-06-14,Продукти,13.06,,True,Червень 2026
1270,2026-06-14,Сигарети,7.0,,True,Червень 2026
1271,2026-06-14,Спорт,5.5,,False,Червень 2026
1272,2026-06-14,Таксі,5.63,,True,Червень 2026
1273,2026-06-14,Таксі,6.78,,True,Червень 2026
1274,2026-06-14,Хоббі,13.0,,True,Червень 2026
1275,2026-06-14,Хімія,41.96,,True,Червень 2026
1276,2026-06-15,Медицина,31.19,аналіз мазок,False,Червень 2026
1277,2026-06-15,Продукти,2.09,,True,Червень 2026
1278,2026-06-15,Продукти,9.32,,True,Червень 2026
1279,2026-06-15,Проїзд,0.51,,True,Червень 2026
1280,2026-06-15,Підписки,1.54,Гугл диск,False,Червень 2026
1281,2026-06-15,Таксі,5.52,,True,Червень 2026
1282,2026-06-16,Масаж,57.0,,False,Червень 2026
1283,2026-06-16,Одяг,30.0,,True,Червень 2026
1284,2026-06-16,Продукти,20.42,,True,Червень 2026
1285,2026-06-16,Таксі,4.87,,True,Червень 2026
1286,2026-06-17,Іжа в закладі,16.45,,True,Червень 2026
1287,2026-06-17,Подарунки,4.59,Подарунки від себе дівчатам,False,Червень 2026
1288,2026-06-17,Подарунки,16.44,Подарунки від себе дівчатам,False,Червень 2026
1289,2026-06-17,Подарунки,57.0,Подарунки від себе дівчатам,False,Червень 2026
1290,2026-06-17,Подарунки,1.22,Подарунки від себе дівчатам,False,Червень 2026
1291,2026-06-17,Подарунки,14.16,Подарунки на офіс лореаль,False,Червень 2026
1292,2026-06-17,Подарунки,22.95,Подарунки на офіс лореаль,False,Червень 2026
1293,2026-06-17,Подарунки,2.75,Подарунки на офіс лореаль,False,Червень 2026
1294,2026-06-17,Подарунки,5.77,Подарунки на офіс лореаль,False,Червень 2026
1295,2026-06-17,Підписки,6.75,Мегого,False,Червень 2026
1296,2026-06-17,Сигарети,21.0,,True,Червень 2026
1297,2026-06-17,Хімія,2.45,Помада,True,Червень 2026
1298,2026-06-18,Іжа на виніс,0.81,,True,Червень 2026
1299,2026-06-18,Іжа на виніс,13.4,,True,Червень 2026
1300,2026-06-18,Одяг,4.53,,True,Червень 2026
1301,2026-06-18,Продукти,6.6,,True,Червень 2026
1302,2026-06-18,Продукти,5.1,,True,Червень 2026
1303,2026-06-18,Продукти,49.85,Казеїн,True,Червень 2026
1304,2026-06-18,Сигарети,7.0,,True,Червень 2026
1305,2026-06-19,Масаж,60.0,,False,Червень 2026
1306,2026-06-19,Продукти,14.33,,True,Червень 2026
1307,2026-06-19,Продукти,4.2,,True,Червень 2026
1308,2026-06-20,Іжа на виніс,8.13,,True,Червень 2026
1309,2026-06-20,Іжа на виніс,0.81,,True,Червень 2026
1310,2026-06-20,Іжа на виніс,13.4,,True,Червень 2026
1311,2026-06-20,Підписки,2.99,iCloud Коля,False,Червень 2026
1312,2026-06-20,Підписки,3.23,Youtube Оля,False,Червень 2026
1313,2026-06-20,Речі для дому,3.02,,False,Червень 2026
1314,2026-06-20,Сигарети,14.0,,True,Червень 2026
1315,2026-06-20,Хімія,6.77,Зубна паста,True,Червень 2026
1316,2026-06-20,івенти (квитки),50.0,,False,Червень 2026
1317,2026-06-21,Продукти,8.83,,True,Червень 2026
1318,2026-06-21,Сигарети,7.0,,True,Червень 2026
1319,2026-06-21,Таксі,10.71,,True,Червень 2026
1320,2026-06-21,Таксі,11.54,,True,Червень 2026
1321,2026-06-22,Проїзд,0.51,,True,Червень 2026
1322,2026-06-22,Сигарети,7.0,,True,Червень 2026
1323,2026-06-23,Подарунки,21.88,Лореаль магазі,False,Червень 2026
1324,2026-06-23,Продукти,5.72,,True,Червень 2026
1325,2026-06-23,Сигарети,7.0,,True,Червень 2026
1326,2026-06-24,Подарунки,50.71,Лореаль магазі,False,Червень 2026
